Date,close,ret1,ret1_next,y,ret1_lag1,ret5,vol10,vol20
,SPY,,,,,,,
2006-02-01,88.62989807128906,0.006980009489983674,-0.011605249525303618,0,-0.007318294842206474,0.0136583746699932,0.008019957588869874,0.006161306371117353
2006-02-02,87.60132598876953,-0.011605249525303618,-0.004964953652565218,0,0.006980009489983674,-0.0036118598335969088,0.008753842956129574,0.006658706871434017
2006-02-03,87.16638946533203,-0.004964953652565218,0.0026137250939228807,1,-0.011605249525303618,-0.017660502715581727,0.006603992759778203,0.006741844116045052
2006-02-06,87.39421844482422,0.0026137250939228807,-0.008846318202591297,0,-0.004964953652565218,-0.01432595646849788,0.006557312987113416,0.006467762887192141
2006-02-07,86.62110137939453,-0.008846318202591297,0.00908487095856203,1,0.0026137250939228807,-0.015843193017147317,0.007130750398002335,0.006664665994676041
2006-02-08,87.40804290771484,0.00908487095856203,-0.0016588478387451477,0,-0.008846318202591297,-0.013786038234991804,0.007790492916760184,0.00704398469395452
2006-02-09,87.26304626464844,-0.0016588478387451477,0.0018196773454062232,1,0.00908487095856203,-0.0038615822340914985,0.007551395508411282,0.006980412654490027
2006-02-10,87.42183685302734,0.0018196773454062232,-0.001816372134182731,0,-0.0016588478387451477,0.0029305720847472294,0.006785373448952619,0.006976241379122123
2006-02-13,87.26304626464844,-0.001816372134182731,0.01060069373832695,1,0.0018196773454062232,-0.001500925147109089,0.006781597881680315,0.006979776962269556
2006-02-14,88.18809509277344,0.01060069373832695,0.0035226261117968782,1,-0.001816372134182731,0.018090207679484216,0.007430617046614526,0.007415531407841386
2006-02-15,88.49874877929688,0.0035226261117968782,0.007488205737592679,1,0.01060069373832695,0.012478323908173827,0.007156550155941952,0.007404190143955908
2006-02-16,89.16144561767578,0.007488205737592679,-0.002709948488730962,0,0.0035226261117968782,0.021754905819697523,0.006241930130900002,0.00754303695072764
2006-02-17,88.9198226928711,-0.002709948488730962,-0.0024838482083799907,0,0.007488205737592679,0.017135144876470054,0.006007332806994015,0.006209756527374027
2006-02-21,88.69895935058594,-0.0024838482083799907,0.00607047166038055,1,-0.002709948488730962,0.01645499609975465,0.006164615594453864,0.00623219552134804
2006-02-22,89.2374038696289,0.00607047166038055,-0.0014696672729721527,0,-0.0024838482083799907,0.011898530927010098,0.005094790508783666,0.0063416270365323265
2006-02-23,89.10625457763672,-0.0014696672729721527,0.0025562243055790024,1,0.00607047166038055,0.0068645693495044124,0.004775520533147662,0.006367290314292706
2006-02-24,89.33403015136719,0.0025562243055790024,0.00038627778693478554,1,-0.0014696672729721527,0.0019356408198163422,0.004605949172156861,0.006289488117354082
2006-02-27,89.36853790283203,0.00038627778693478554,-0.009500659611516915,0,0.0025562243055790024,0.005046289976429641,0.004646680875232277,0.005966905730816613
2006-02-28,88.51947784423828,-0.009500659611516915,0.008890382829451537,1,0.00038627778693478554,-0.0020234905534601832,0.00586341271507996,0.006361251842566351
2006-03-01,89.30644989013672,0.008890382829451537,-7.782616402862708e-05,0,-0.009500659611516915,0.0007737340791389435,0.005585044598126595,0.006420438985169221
2006-03-02,89.29949951171875,-7.782616402862708e-05,-0.0046377239021982986,0,0.008890382829451537,0.002168702242036913,0.005539921228863684,0.006251611107371818
2006-03-03,88.8853530883789,-0.0046377239021982986,-0.004582167741981946,0,-7.782616402862708e-05,-0.00502246526019301,0.0052613633374841975,0.005719153235962085
2006-03-06,88.47806549072266,-0.004582167741981946,-0.0015607488731781416,0,-0.0046377239021982986,-0.009964048120352564,0.0053885161203073685,0.005699652084251639
2006-03-07,88.33997344970703,-0.0015607488731781416,0.0021096137222742506,1,-0.004582167741981946,-0.0020278519361254244,0.005358288634592262,0.005704724217583084
2006-03-08,88.52633666992188,0.0021096137222742506,-0.006705750869319904,0,-0.0015607488731781416,-0.008735239405155193,0.0049589727710282186,0.005263534764668691
2006-03-09,87.93270111083984,-0.006705750869319904,0.009499011540915925,1,0.0021096137222742506,-0.015305778961275607,0.005303348567802446,0.005186748713118817
2006-03-10,88.76797485351562,0.009499011540915925,0.0018661802720001397,1,-0.006705750869319904,-0.0013205576710323408,0.006238121501376301,0.0055508948903546
2006-03-13,88.93363189697266,0.0018661802720001397,0.01047911550335523,1,0.009499011540915925,0.005148919155536502,0.0062819926459591925,0.005551323382512082
2006-03-14,89.8655776977539,0.01047911550335523,0.004454929895174153,1,0.0018661802720001397,0.01726969330498407,0.006267914918293958,0.005907314338053901
2006-03-15,90.26592254638672,0.004454929895174153,0.002064855741131577,1,0.01047911550335523,0.019650489807920613,0.005830721384649163,0.005557791348093931
2006-03-16,90.45230865478516,0.002064855741131577,0.0008357959186944264,1,0.004454929895174153,0.028653817204697507,0.0058226278010903906,0.00553496015149639
2006-03-17,90.52790832519531,0.0008357959186944264,-0.0016080839571355199,0,0.002064855741131577,0.01982622082551644,0.005447770338628774,0.00532728274348155
2006-03-20,90.38233184814453,-0.0016080839571355199,-0.006287630544916989,0,0.0008357959186944264,0.016289674898807283,0.005129740693609723,0.005294953461145038
2006-03-21,89.81404113769531,-0.006287630544916989,0.006096275381822114,1,-0.0016080839571355199,-0.0005734849914605933,0.005695575681511558,0.005485121347833462
2006-03-22,90.361572265625,0.006096275381822114,-0.0020710287986901443,0,-0.006287630544916989,0.001059643734202531,0.005866658514856808,0.005486468991998446
2006-03-23,90.17443084716797,-0.0020710287986901443,0.0007688244600396743,1,0.006096275381822114,-0.0030720919316467032,0.005246695302076325,0.00550027225520089
2006-03-24,90.24375915527344,0.0007688244600396743,-0.001459618901240467,0,-0.0020710287986901443,-0.0031388018919110694,0.004651340012387321,0.0054814801005463164
2006-03-27,90.1120376586914,-0.001459618901240467,-0.006152568353756771,0,0.0007688244600396743,-0.0029905644601785353,0.004752748717788198,0.005499378559220634
2006-03-28,89.5576171875,-0.006152568353756771,0.0062678387418626524,1,-0.001459618901240467,-0.0028550541423938425,0.004052851425744643,0.005225346306253677
2006-03-29,90.11894989013672,0.0062678387418626524,-0.001768529836977728,0,-0.006152568353756771,-0.0026850171970788095,0.004322535525318755,0.005035715594921724
2006-03-30,89.9595718383789,-0.001768529836977728,0.00023127454323712549,1,0.0062678387418626524,-0.0023827043516716495,0.004273544291583476,0.005059442195839968
2006-03-31,89.98037719726562,0.00023127454323712549,-0.0007705673132264446,0,-0.001768529836977728,-0.002918561465891978,0.004256194242144213,0.004920505846701762
2006-04-03,89.91104125976562,-0.0007705673132264446,0.006398230944554051,1,0.00023127454323712549,-0.0022305166340492733,0.004242334462609874,0.004780064511351106
2006-04-04,90.48631286621094,0.006398230944554051,0.0034469843819111556,1,-0.0007705673132264446,0.010369812282595703,0.0042208763386749485,0.00490166964055802
2006-04-05,90.7982177734375,0.0034469843819111556,-0.0010690604838005102,0,0.006398230944554051,0.007537458926550666,0.0039207797875838125,0.0049236265220323145
2006-04-06,90.7011489868164,-0.0010690604838005102,-0.010162695828809687,0,0.0034469843819111556,0.00824344906587382,0.0038604241268288117,0.004592701705077091
2006-04-07,89.77938079833984,-0.010162695828809687,0.0015439050549379552,1,-0.0010690604838005102,-0.002233780355078263,0.0051397019181649885,0.004898300095965388
2006-04-10,89.9179916381836,0.0015439050549379552,-0.008478303127739784,0,-0.010162695828809687,7.730283534246318e-05,0.005165340051605188,0.004894367980723859
2006-04-11,89.1556396484375,-0.008478303127739784,0.001865425137910881,1,0.0015439050549379552,-0.014705795557621082,0.005504206486581264,0.004704685857115563
2006-04-12,89.32195281982422,0.001865425137910881,-0.001319398575644004,0,-0.008478303127739784,-0.016258743726632385,0.005067135592753159,0.004598893241087421
2006-04-13,89.2041015625,-0.001319398575644004,-0.0003878667414746184,0,0.001865425137910881,-0.016505275192643998,0.005060334734689178,0.004561061556442534
2006-04-17,89.16950225830078,-0.0003878667414746184,0.015855317055432527,1,-0.001319398575644004,-0.0067930802664918355,0.0050496641714478045,0.004547780449563099
2006-04-18,90.58331298828125,0.015855317055432527,0.0019127535093257375,1,-0.0003878667414746184,0.007399201627798835,0.007320839610298134,0.005860527663763325
2006-04-19,90.75657653808594,0.0019127535093257375,0.0013750409183326262,1,0.015855317055432527,0.017956653061559802,0.007070773102022736,0.005671922717403293
2006-04-20,90.8813705444336,0.0013750409183326262,0.00015228337333361708,1,0.0019127535093257375,0.017458392650180343,0.006998977712082871,0.005524724814086121
2006-04-21,90.89521026611328,0.00015228337333361708,-0.0018302278774300351,0,0.0013750409183326262,0.018957746045213275,0.0069866941740793454,0.005496775212216871
2006-04-24,90.72885131835938,-0.0018302278774300351,-0.004124533342213299,0,0.00015228337333361708,0.01748747072223833,0.0060417471527428315,0.0055185864632565996
2006-04-25,90.3546371459961,-0.004124533342213299,0.0002301788834433438,1,-0.0018302278774300351,-0.0025244808866147217,0.00625439665630251,0.00559451361127625
2006-04-26,90.37543487548828,0.0002301788834433438,0.004831293477314924,1,-0.004124533342213299,-0.004199603787806039,0.005415007134118704,0.005394585674155999
2006-04-27,90.81206512451172,0.004831293477314924,0.003357831805794964,1,0.0002301788834433438,-0.0007625921517985246,0.005525084249748606,0.005322384265277858
2006-04-28,91.11699676513672,0.003357831805794964,-0.008138568170325988,0,0.004831293477314924,0.002440024049387368,0.00544128716311298,0.005336049655926375
2006-05-01,90.37543487548828,-0.008138568170325988,0.007514970214058447,1,0.003357831805794964,-0.003895303839249409,0.006321714572772503,0.00568749510844897
2006-05-02,91.05460357666016,0.007514970214058447,-0.003729542127922869,0,-0.008138568170325988,0.007746878884954622,0.004478660830869256,0.005907927899174297
2006-05-03,90.71501159667969,-0.003729542127922869,0.0035906046308060713,1,0.007514970214058447,0.0037574006881322397,0.004637436461425815,0.005822603382497839
2006-05-04,91.04073333740234,0.0035906046308060713,0.008830802192025367,1,-0.003729542127922869,0.002518037802323958,0.004763556897442373,0.005826980487909279
2006-05-05,91.84469604492188,0.008830802192025367,-0.0012068181236702946,0,0.0035906046308060713,0.007986427402352447,0.005491741045931424,0.006130599141553861
2006-05-08,91.73385620117188,-0.0012068181236702946,0.001963698483167464,1,0.008830802192025367,0.015030869035984384,0.0054588107995729345,0.005604147120703899
2006-05-09,91.91399383544922,0.001963698483167464,-0.000527584860771424,0,-0.0012068181236702946,0.009438185715294756,0.005139616153278219,0.005606713300675705
2006-05-10,91.8655014038086,-0.000527584860771424,-0.012071178503105462,0,0.001963698483167464,0.012682463319786619,0.005169593522560821,0.0051544729921541455
2006-05-11,90.75657653808594,-0.012071178503105462,-0.013057886894078718,0,-0.000527584860771424,-0.003121205079305578,0.0065832955893811345,0.00597994765727211
2006-05-12,89.57148742675781,-0.013057886894078718,0.0020115305263554983,1,-0.012071178503105462,-0.024750570430895902,0.007608319575503071,0.006729443743945162
2006-05-15,89.75166320800781,0.0020115305263554983,-0.001467621789656981,0,-0.013057886894078718,-0.021608085337839977,0.007323133340951193,0.0067392852401756955
2006-05-16,89.61994171142578,-0.001467621789656981,-0.019023612233770137,0,0.0020115305263554983,-0.02495868178822047,0.006735162390124246,0.005669503036425288
2006-05-17,87.91504669189453,-0.019023612233770137,-0.005045386260293494,0,-0.001467621789656981,-0.04300259239373494,0.008723823955559753,0.006978562969970872
2006-05-18,87.47148132324219,-0.005045386260293494,0.0070516845002670525,1,-0.019023612233770137,-0.036196773172301855,0.008410183447044587,0.006983824236348619
2006-05-19,88.08830261230469,0.0070516845002670525,-0.0076317068121958265,0,-0.005045386260293494,-0.016558671258707358,0.00812348333777882,0.007254992380600685
2006-05-22,87.4160385131836,-0.0076317068121958265,-0.007610975759297478,0,0.0070516845002670525,-0.026023191229461617,0.008120029038379726,0.007381990026372869
